date,race_no,race_name,distance_m,deadline,teiban,toban,name,age,branch,weight,kyubetsu,zenkoku_shoritsu,zenkoku_2ritsu,touchi_shoritsu,touchi_2ritsu,no_touchi_data,motor_no,motor_2ritsu,boat_no,boat_2ritsu,konsetsu,in_confidence,upset_risk,verdict,bet_shape
2026-08-09,1,一般戦,1800,15:17,1,5235,岩田凌,27,大阪,55,B2,4.08,12.50,2.28,4.76,0,32,33.77,53,33.82,5 631 465,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-09,1,一般戦,1800,15:17,2,3392,小森信雄,60,三重,52,B1,4.40,16.47,3.75,12.50,0,76,17.57,30,39.71,655 253 6,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-09,1,一般戦,1800,15:17,3,4944,田代達也,35,東京,55,B1,3.80,14.67,0.00,0.00,1,81,21.74,57,33.78,6 15S 155,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-09,1,一般戦,1800,15:17,4,5244,黒田剛,25,福岡,52,B1,4.11,20.27,0.00,0.00,1,59,27.85,19,19.74,351 546 3,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-09,1,一般戦,1800,15:17,5,5131,江藤敦宏,27,福岡,52,B1,4.36,20.69,2.88,12.50,0,31,24.05,31,41.89,3 664 664,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-09,1,一般戦,1800,15:17,6,4457,神田達也,40,愛知,52,B1,4.55,27.27,5.44,43.75,0,34,31.17,85,34.78,445 626 3,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-09,2,一般戦,1800,15:40,1,5301,岩下巧斗,23,群馬,51,B1,5.31,32.14,3.53,10.53,0,60,43.04,69,39.06,342 26362,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-09,2,一般戦,1800,15:40,2,3797,岩井繁,53,広島,61,B1,3.64,11.88,2.67,0.00,0,15,27.63,88,37.88,421 554 5,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-09,2,一般戦,1800,15:40,3,5143,常盤海心,25,徳島,53,B1,4.06,21.30,2.05,0.00,0,61,39.19,62,31.82,6 346 166,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-09,2,一般戦,1800,15:40,4,5186,遠藤圭吾,26,東京,54,B1,4.67,28.74,3.59,18.52,0,68,29.17,50,37.18,6 641 546,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-09,2,一般戦,1800,15:40,5,3976,内田圭,49,山口,53,B1,3.35,15.66,4.63,29.63,0,11,44.00,24,39.44,2 42S 2 56,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-09,2,一般戦,1800,15:40,6,4644,山田亮太,47,東京,52,A1,6.63,47.50,6.60,40.00,0,50,22.37,77,30.77,4 16355 22,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-09,3,一般戦,1800,16:04,1,4158,木場雄二,45,山口,57,B1,4.09,20.99,5.00,37.50,0,24,48.65,26,35.71,132 365 43,高,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,4}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-09,3,一般戦,1800,16:04,2,4348,宮崎奨,40,香川,55,A2,5.97,44.64,5.42,33.33,0,12,26.32,52,27.40,3 455 213,高,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,4}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-09,3,一般戦,1800,16:04,3,3412,鈴木博,56,埼玉,53,A1,6.73,54.46,6.11,44.44,0,37,32.43,68,31.08,4 24354 14,高,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,4}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-09,3,一般戦,1800,16:04,4,4890,石川諒,37,山口,52,A2,6.04,38.95,5.44,22.22,0,69,34.25,64,27.16,123 124 34,高,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,4}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-09,3,一般戦,1800,16:04,5,4195,前川守嗣,44,福岡,59,B1,5.46,38.46,5.67,44.44,0,72,31.25,75,40.63,451 434 2,高,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,4}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-09,3,一般戦,1800,16:04,6,4083,福島勇樹,46,東京,53,A1,7.43,62.50,4.62,30.77,0,62,27.50,27,24.00,634 13143,高,高,標準,"3連単フォーメーション 1-{2,3}-{2,3,4}（4点） ＋ 3連複 1=2=3 1点（対抗の1着を押さえ）"
2026-08-09,4,一般戦,1800,16:28,1,3699,富永正人,53,埼玉,53,B1,4.09,19.70,5.09,31.82,0,78,10.14,28,34.78,2 543 1346,中,高,標準,"3連単フォーメーション 1-{2,5}-{2,5,6}（4点） ＋ 3連複 1=2=5 1点（対抗の1着を押さえ）"
2026-08-09,4,一般戦,1800,16:28,2,5298,水谷理人,24,香川,51,A1,7.40,58.43,5.18,28.57,0,85,35.29,21,34.29,364 41322,中,高,標準,"3連単フォーメーション 1-{2,5}-{2,5,6}（4点） ＋ 3連複 1=2=5 1点（対抗の1着を押さえ）"
2026-08-09,4,一般戦,1800,16:28,3,4458,抹香雄三,40,広島,54,B1,5.30,29.35,2.88,12.50,0,30,18.18,82,51.52,523 242 25,中,高,標準,"3連単フォーメーション 1-{2,5}-{2,5,6}（4点） ＋ 3連複 1=2=5 1点（対抗の1着を押さえ）"
2026-08-09,4,一般戦,1800,16:28,4,4203,小倉康典,43,群馬,53,B1,4.14,23.08,3.13,4.35,0,36,12.82,87,38.36,632 655 3,中,高,標準,"3連単フォーメーション 1-{2,5}-{2,5,6}（4点） ＋ 3連複 1=2=5 1点（対抗の1着を押さえ）"
2026-08-09,4,一般戦,1800,16:28,5,4828,松山将吾,31,滋賀,50,A1,7.02,53.76,6.16,44.00,0,14,26.58,23,29.85,5 324 4551,中,高,標準,"3連単フォーメーション 1-{2,5}-{2,5,6}（4点） ＋ 3連複 1=2=5 1点（対抗の1着を押さえ）"
2026-08-09,4,一般戦,1800,16:28,6,5031,渡辺空依,28,福岡,55,B1,4.78,27.71,4.73,27.27,0,84,32.91,72,31.51,115 333233,中,高,標準,"3連単フォーメーション 1-{2,5}-{2,5,6}（4点） ＋ 3連複 1=2=5 1点（対抗の1着を押さえ）"
2026-08-09,5,住之江ファイ,1800,17:01,1,4120,柘植政浩,45,滋賀,52,A2,6.00,43.59,6.16,44.74,0,82,36.71,29,35.14,421 333 14,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-09,5,住之江ファイ,1800,17:01,2,3538,菊池峰晴,58,群馬,52,B2,4.05,14.52,5.67,33.33,0,63,26.03,36,36.67,5 554 6 56,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-09,5,住之江ファイ,1800,17:01,3,4231,鈴木裕隆,43,愛知,56,B1,5.41,32.76,4.67,25.93,0,16,32.91,60,28.77,212 544 45,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-09,5,住之江ファイ,1800,17:01,4,3790,佐口達也,54,群馬,53,B1,4.73,25.25,5.31,38.46,0,13,27.27,83,34.72,165 465 2,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-09,5,住之江ファイ,1800,17:01,5,4944,田代達也,35,東京,55,B1,3.80,14.67,0.00,0.00,1,81,21.74,57,33.78,6 15S 155,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-09,5,住之江ファイ,1800,17:01,6,4796,春園功太,34,三重,54,A1,6.31,48.04,7.43,63.33,0,18,25.64,38,25.64,2 634 2116,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-09,6,一般戦,1800,17:29,1,4233,亀山雅幸,43,群馬,53,A2,5.96,45.13,6.27,46.67,0,58,32.89,55,36.49,266 112 14,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-09,6,一般戦,1800,17:29,2,4411,沢田昭宏,40,大阪,55,A2,5.73,38.89,5.12,31.11,0,39,38.96,70,21.62,4 231 5515,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-09,6,一般戦,1800,17:29,3,3653,品川賢次,52,群馬,56,B2,4.51,20.90,4.38,6.25,0,83,26.67,78,34.78,5 444 356,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-09,6,一般戦,1800,17:29,4,5138,村本大成,26,福岡,54,B1,3.81,14.06,0.00,0.00,1,54,41.56,76,36.99,6 636 5 64,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-09,6,一般戦,1800,17:29,5,3797,岩井繁,53,広島,61,B1,3.64,11.88,2.67,0.00,0,15,27.63,88,37.88,421 554 5,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-09,6,一般戦,1800,17:29,6,4335,若林将,42,東京,54,A1,7.04,54.26,7.11,55.56,0,71,37.50,65,34.72,342 324213,高,低,勝負,"3連単フォーメーション 1-{2,6}-{2,3,4,6}（6点）"
2026-08-09,7,一般戦,1800,17:57,1,4175,川尻泰輔,43,埼玉,56,A2,5.80,45.12,2.38,12.50,0,23,25.68,74,21.79,5 125 2245,中,高,標準,"3連単フォーメーション 1-{2,6}-{2,5,6}（4点） ＋ 3連複 1=2=6 1点（対抗の1着を押さえ）"
2026-08-09,7,一般戦,1800,17:57,2,4234,野相弘司,42,福岡,60,B1,4.79,29.17,5.22,40.74,0,79,37.18,90,31.08,136 266 43,中,高,標準,"3連単フォーメーション 1-{2,6}-{2,5,6}（4点） ＋ 3連複 1=2=6 1点（対抗の1着を押さえ）"
2026-08-09,7,一般戦,1800,17:57,3,5186,遠藤圭吾,26,東京,54,B1,4.67,28.74,3.59,18.52,0,68,29.17,50,37.18,6 641 546,中,高,標準,"3連単フォーメーション 1-{2,6}-{2,5,6}（4点） ＋ 3連複 1=2=6 1点（対抗の1着を押さえ）"
2026-08-09,7,一般戦,1800,17:57,4,5354,渡邊雄斗,21,三重,51,B1,3.94,20.25,1.71,0.00,0,65,23.46,18,29.69,5 356 466,中,高,標準,"3連単フォーメーション 1-{2,6}-{2,5,6}（4点） ＋ 3連複 1=2=6 1点（対抗の1着を押さえ）"
2026-08-09,7,一般戦,1800,17:57,5,4348,宮崎奨,40,香川,55,A2,5.97,44.64,5.42,33.33,0,12,26.32,52,27.40,3 455 213,中,高,標準,"3連単フォーメーション 1-{2,6}-{2,5,6}（4点） ＋ 3連複 1=2=6 1点（対抗の1着を押さえ）"
2026-08-09,7,一般戦,1800,17:57,6,4950,高岡竜也,33,山口,52,A1,6.55,49.55,7.29,64.29,0,77,38.46,14,32.89,4 26322356,中,高,標準,"3連単フォーメーション 1-{2,6}-{2,5,6}（4点） ＋ 3連複 1=2=6 1点（対抗の1着を押さえ）"
2026-08-09,8,一般戦,1800,18:25,1,4644,山田亮太,47,東京,52,A1,6.63,47.50,6.60,40.00,0,50,22.37,77,30.77,4 16355 22,高,中,標準,"3連単フォーメーション 1-{3,4}-{3,4,5}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-09,8,一般戦,1800,18:25,2,4203,小倉康典,43,群馬,53,B1,4.14,23.08,3.13,4.35,0,36,12.82,87,38.36,632 655 3,高,中,標準,"3連単フォーメーション 1-{3,4}-{3,4,5}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-09,8,一般戦,1800,18:25,3,4890,石川諒,37,山口,52,A2,6.04,38.95,5.44,22.22,0,69,34.25,64,27.16,123 124 34,高,中,標準,"3連単フォーメーション 1-{3,4}-{3,4,5}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-09,8,一般戦,1800,18:25,4,3412,鈴木博,56,埼玉,53,A1,6.73,54.46,6.11,44.44,0,37,32.43,68,31.08,4 24354 14,高,中,標準,"3連単フォーメーション 1-{3,4}-{3,4,5}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-09,8,一般戦,1800,18:25,5,4081,樋口範政,47,愛知,55,B1,5.24,32.00,4.95,36.84,0,67,32.89,35,32.39,321 56355,高,中,標準,"3連単フォーメーション 1-{3,4}-{3,4,5}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-09,8,一般戦,1800,18:25,6,5235,岩田凌,27,大阪,55,B2,4.08,12.50,2.28,4.76,0,32,33.77,53,33.82,5 631 465,高,中,標準,"3連単フォーメーション 1-{3,4}-{3,4,5}（4点） ＋ 3連複 1=3=4 1点（対抗の1着を押さえ）"
2026-08-09,9,住之江選抜,1800,18:54,1,4083,福島勇樹,46,東京,53,A1,7.43,62.50,4.62,30.77,0,62,27.50,27,24.00,634 13143,高,高,標準,"3連単フォーメーション 1-{2,4}-{2,4,5}（4点） ＋ 3連複 1=2=4 1点（対抗の1着を押さえ）"
2026-08-09,9,住之江選抜,1800,18:54,2,4828,松山将吾,31,滋賀,50,A1,7.02,53.76,6.16,44.00,0,14,26.58,23,29.85,5 324 4551,高,高,標準,"3連単フォーメーション 1-{2,4}-{2,4,5}（4点） ＋ 3連複 1=2=4 1点（対抗の1着を押さえ）"
2026-08-09,9,住之江選抜,1800,18:54,3,5244,黒田剛,25,福岡,52,B1,4.11,20.27,0.00,0.00,1,59,27.85,19,19.74,351 546 3,高,高,標準,"3連単フォーメーション 1-{2,4}-{2,4,5}（4点） ＋ 3連複 1=2=4 1点（対抗の1着を押さえ）"
2026-08-09,9,住之江選抜,1800,18:54,4,4195,前川守嗣,44,福岡,59,B1,5.46,38.46,5.67,44.44,0,72,31.25,75,40.63,451 434 2,高,高,標準,"3連単フォーメーション 1-{2,4}-{2,4,5}（4点） ＋ 3連複 1=2=4 1点（対抗の1着を押さえ）"
2026-08-09,9,住之江選抜,1800,18:54,5,5298,水谷理人,24,香川,51,A1,7.40,58.43,5.18,28.57,0,85,35.29,21,34.29,364 41322,高,高,標準,"3連単フォーメーション 1-{2,4}-{2,4,5}（4点） ＋ 3連複 1=2=4 1点（対抗の1着を押さえ）"
2026-08-09,9,住之江選抜,1800,18:54,6,5301,岩下巧斗,23,群馬,51,B1,5.31,32.14,3.53,10.53,0,60,43.04,69,39.06,342 26362,高,高,標準,"3連単フォーメーション 1-{2,4}-{2,4,5}（4点） ＋ 3連複 1=2=4 1点（対抗の1着を押さえ）"
2026-08-09,10,選抜戦,1800,19:24,1,5031,渡辺空依,28,福岡,55,B1,4.78,27.71,4.73,27.27,0,84,32.91,72,31.51,115 333233,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-09,10,選抜戦,1800,19:24,2,4120,柘植政浩,45,滋賀,52,A2,6.00,43.59,6.16,44.74,0,82,36.71,29,35.14,421 333 14,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-09,10,選抜戦,1800,19:24,3,4233,亀山雅幸,43,群馬,53,A2,5.96,45.13,6.27,46.67,0,58,32.89,55,36.49,266 112 14,低,高,見送り,買わない、または複勝 1号艇 1点
2026-08-09,10,選抜戦,1800,19:24,4,4458,抹香雄三,40,広島,54,B1,5.30,29.35,2.88,12.50,0,30,18.18,82,51.52,523 242 25,低,高,見送り,買わない、または複勝 1号艇 1点
