date,race_no,race_name,distance_m,deadline,teiban,toban,name,age,branch,weight,kyubetsu,zenkoku_shoritsu,zenkoku_2ritsu,touchi_shoritsu,touchi_2ritsu,no_touchi_data,motor_no,motor_2ritsu,boat_no,boat_2ritsu,konsetsu,in_confidence,upset_risk,verdict,bet_shape
2026-08-18,4,一般戦,1800,16:33,3,3507,藤井徹,55,大阪,51,B1,4.19,24.66,4.71,23.81,0,67,31.76,21,36.25,1 545 4 6,中,高,標準,"3連単フォーメーション 1-{2,5}-{2,4,5}（4点） ＋ 3連複 1=2=5 1点（対抗の1着を押さえ）"
2026-08-18,4,一般戦,1800,16:33,4,5004,河野主樹,30,大阪,52,A2,5.90,39.50,5.22,32.38,0,37,30.95,57,34.15,4 255 554,中,高,標準,"3連単フォーメーション 1-{2,5}-{2,4,5}（4点） ＋ 3連複 1=2=5 1点（対抗の1着を押さえ）"
2026-08-18,4,一般戦,1800,16:33,5,5267,石本裕武,26,大阪,51,A1,6.53,50.00,6.42,47.06,0,58,36.05,72,32.14,116 121164,中,高,標準,"3連単フォーメーション 1-{2,5}-{2,4,5}（4点） ＋ 3連複 1=2=5 1点（対抗の1着を押さえ）"
2026-08-18,4,一般戦,1800,16:33,6,5450,藤本遼磨,23,大阪,52,B2,2.18,2.50,1.63,0.00,0,26,32.50,14,32.18,5 6 666 66,中,高,標準,"3連単フォーメーション 1-{2,5}-{2,4,5}（4点） ＋ 3連複 1=2=5 1点（対抗の1着を押さえ）"
2026-08-18,5,住之江ファイ,1800,17:01,1,4436,渋谷明憲,40,大阪,52,A1,6.32,47.78,6.23,44.63,0,70,39.51,71,33.78,222 146 53,高,低,勝負,"3連単フォーメーション 1-{3,6}-{2,3,5,6}（6点）"
2026-08-18,5,住之江ファイ,1800,17:01,2,5376,吉田一心,22,大阪,51,B1,5.35,37.23,4.50,25.71,0,38,48.05,60,30.12,1 15S 1216,高,低,勝負,"3連単フォーメーション 1-{3,6}-{2,3,5,6}（6点）"
2026-08-18,5,住之江ファイ,1800,17:01,3,4572,渡部悟,38,大阪,55,B1,5.59,36.28,4.77,28.21,0,32,32.56,50,35.63,2 223 5355,高,低,勝負,"3連単フォーメーション 1-{3,6}-{2,3,5,6}（6点）"
2026-08-18,5,住之江ファイ,1800,17:01,4,5046,松山裕基,32,大阪,55,B1,3.85,16.00,4.41,22.00,0,33,35.37,75,38.36,453 464 6,高,低,勝負,"3連単フォーメーション 1-{3,6}-{2,3,5,6}（6点）"
2026-08-18,5,住之江ファイ,1800,17:01,5,3977,山本兼士,49,大阪,53,B1,4.21,15.79,5.02,26.67,0,71,38.55,90,31.33,535 533 3,高,低,勝負,"3連単フォーメーション 1-{3,6}-{2,3,5,6}（6点）"
2026-08-18,5,住之江ファイ,1800,17:01,6,3997,北村征嗣,47,大阪,52,A1,6.15,40.32,5.93,40.50,0,25,33.75,78,31.17,143 445 35,高,低,勝負,"3連単フォーメーション 1-{3,6}-{2,3,5,6}（6点）"
